SAL_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
SAL10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10002,3,16,0,229,4,0,0,3,3,0,4,0,0,4,16,38,0,0,0,0,0,0,0,0,0,0,0,4,136,21,26,101,48,93,27,44,24,124,19,673
SAL10003,0,14,0,326,5,0,3,3,0,4,0,0,0,0,14,33,0,0,4,0,0,0,0,0,0,0,0,8,169,39,15,156,43,92,16,25,12,56,19,647
SAL10004,0,0,0,43,8,0,0,3,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,60,8,0,51,6,11,0,3,0,3,3,153
SAL10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL10006,0,0,0,32,0,0,0,4,0,6,0,0,0,0,17,23,0,0,0,0,0,0,0,0,0,0,0,0,49,16,0,52,16,40,5,20,0,25,17,254
SAL10007,0,0,0,39,0,0,0,0,0,0,0,0,0,0,18,26,0,0,0,0,0,0,0,0,0,0,0,0,47,6,0,62,5,43,7,4,3,17,21,229
SAL10008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,16
SAL10009,6,5,0,171,16,3,0,4,0,0,0,0,0,0,53,80,5,0,0,0,0,0,0,0,0,0,0,4,247,36,3,306,63,132,8,28,12,47,54,939
SAL10010,0,0,0,30,5,0,0,3,0,0,0,0,0,3,10,19,0,0,0,0,0,0,0,0,0,0,0,0,57,16,9,104,13,45,7,15,0,28,10,299
SAL10011,0,0,0,3,0,0,0,0,0,4,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,15,4,7,0,4,0,4,0,41
SAL10012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL10013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10014,0,8,0,183,4,0,0,0,0,3,0,0,0,0,7,22,0,0,0,0,0,0,0,0,0,0,4,4,221,15,10,152,45,101,15,29,9,48,10,660
SAL10015,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,4,0,4,0,0,0,25
SAL10016,3,0,0,221,3,0,0,4,0,4,0,0,0,6,22,42,0,0,0,0,0,0,0,0,0,0,0,3,182,33,5,251,26,69,10,27,8,27,22,667
SAL10017,5,5,0,278,6,0,0,11,0,0,0,0,3,0,16,42,0,0,0,0,0,0,0,0,0,0,0,4,207,51,13,311,43,70,20,30,7,49,16,815
SAL10018,0,0,0,6,4,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,22,10,15,0,7,0,5,7,98
SAL10019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,11
SAL10020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10021,0,0,0,45,4,0,0,4,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,38,10,3,33,12,12,7,8,4,7,3,134
SAL10022,0,0,0,13,0,0,0,0,0,0,0,3,0,6,11,23,0,0,0,0,0,0,0,0,0,0,0,0,31,10,9,22,7,40,11,36,7,91,14,288
SAL10023,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,10,0,16
SAL10024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,14
SAL10025,5,4,0,296,13,0,0,18,7,8,9,5,4,7,71,137,0,0,0,0,0,0,0,0,0,0,9,9,410,91,19,575,164,256,70,92,41,106,78,1907
SAL10026,6,0,0,61,3,0,7,5,0,0,0,0,0,7,19,45,0,0,0,0,0,0,0,0,0,0,0,7,110,30,13,186,40,93,31,47,25,87,25,696
SAL10027,0,0,0,115,9,0,0,3,3,0,0,0,0,0,18,39,0,0,0,0,0,0,0,0,0,0,0,3,119,17,0,155,20,39,5,29,3,17,22,426
SAL10028,0,0,0,6,4,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,23,0,7,0,0,0,5,3,66
SAL10029,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,18
SAL10030,0,0,0,409,3,0,0,4,0,0,0,0,0,0,16,22,0,0,0,0,0,0,0,0,0,0,0,6,229,40,14,201,73,76,18,28,8,23,15,724
SAL10031,3,5,0,224,4,4,0,4,0,3,0,0,0,0,9,26,0,0,0,0,0,0,0,0,0,0,3,3,128,35,3,128,27,72,15,25,15,60,14,533
SAL10032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,5,11
SAL10033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10034,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,3,0,0,0,0,0,11
SAL10035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10
SAL10036,4,4,5,635,15,0,0,13,0,4,0,0,0,8,17,53,0,0,0,0,0,0,0,0,0,0,0,10,332,67,8,362,78,148,15,41,12,56,14,1142
SAL10037,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,9
SAL10038,0,10,0,92,0,0,0,0,0,0,0,0,0,8,20,30,0,0,0,0,0,0,0,0,0,0,3,6,106,41,16,101,41,117,20,37,26,108,17,642
SAL10039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,6
SAL10040,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,7,0,0,0,19
SAL10041,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,15
SAL10042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL10043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7
SAL10044,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,3,0,0,0,4,0,20
SAL10045,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,21,3,0,0,8,0,9,0,56
SAL10046,0,0,0,82,0,0,0,7,0,0,0,4,0,3,17,43,0,0,0,0,0,0,0,0,0,0,0,9,113,41,7,174,32,59,4,35,6,50,19,546
SAL10047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11
SAL10048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
SAL10049,3,3,0,71,6,0,0,3,0,5,4,0,3,9,24,60,0,0,0,0,0,0,0,0,0,0,6,5,127,20,25,117,34,137,22,80,52,137,31,779
SAL10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL10053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8
SAL10054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL10055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,10
SAL10056,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,15
SAL10057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL10059,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,4,0,3,0,4,3,22
SAL10060,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,3,0,0,7,3,11,0,46
SAL10061,0,0,0,45,0,0,0,5,0,0,0,4,0,7,19,41,0,0,0,0,0,0,0,0,0,0,3,5,70,19,4,134,20,53,6,27,8,38,26,401
SAL10062,5,6,0,696,10,0,0,0,0,3,0,0,0,0,26,43,0,0,0,0,0,0,0,0,0,0,6,8,378,41,7,280,91,145,4,43,11,35,28,1066
SAL10063,0,0,0,84,6,0,3,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,7,53,19,8,53,8,26,7,15,5,20,4,218
SAL10064,5,0,0,110,3,3,0,3,0,3,4,0,0,4,14,37,0,0,0,3,0,0,0,0,0,0,5,10,121,25,16,131,41,64,20,31,9,34,16,510
SAL10065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6
SAL10067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10068,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,7
SAL10069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10070,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,0,0,4,0,3,0,28
SAL10071,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,3,0,0,0,3,0,14
SAL10072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10073,0,0,0,93,3,0,0,3,0,4,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,3,3,53,10,0,58,6,29,3,16,0,14,8,211
SAL10074,0,0,0,21,0,0,0,4,0,0,0,0,0,0,8,21,0,0,0,0,0,0,0,0,0,0,0,0,30,7,3,51,14,25,0,14,0,9,8,153
SAL10075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,20
SAL10077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,0,3,0,9,0,27
SAL10078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL10079,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,26,8,17,3,5,0,17,5,112
SAL10080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,17
SAL10081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10082,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,18,0,3,0,0,0,9,0,45
SAL10083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,3
SAL10084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10085,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,0,0,0,0,18
SAL10086,0,6,0,350,39,3,0,20,0,9,0,5,0,8,62,147,0,0,0,3,0,0,0,0,0,0,4,13,576,114,22,545,67,269,39,125,27,176,74,2038
SAL10087,0,13,0,274,5,3,0,4,3,4,0,3,7,14,39,79,0,0,0,0,0,0,0,0,0,5,5,15,220,62,20,206,84,176,42,112,60,276,51,1322
SAL10088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
SAL10090,0,0,0,19,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,23,0,7,3,0,0,4,6,66
SAL10091,3,11,0,600,7,0,0,3,0,6,0,4,0,0,39,69,6,0,0,0,0,0,0,0,0,0,4,11,403,65,10,281,64,270,22,60,17,88,45,1324
SAL10092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6
SAL10093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL10094,0,3,0,234,6,0,0,5,0,0,0,0,0,4,10,24,0,0,0,0,0,0,0,0,0,0,0,3,138,20,12,125,34,75,18,26,18,54,11,521
SAL10095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,5,0,3,0,16
SAL10096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,3,0,3,0,3,3,30
SAL10097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10098,0,4,0,20,0,0,0,3,0,0,0,3,0,14,4,29,0,0,0,0,0,0,0,0,0,0,0,0,19,13,11,27,5,60,17,31,35,171,13,389
SAL10099,4,17,0,621,14,0,0,12,0,12,0,0,4,14,44,107,0,0,0,0,0,0,0,0,0,0,7,10,468,139,45,423,130,348,57,140,61,261,54,2127
SAL10100,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,5,0,0,0,4,3,11,0,48
SAL10101,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,19,0,3,0,0,0,0,4,39
SAL10102,0,3,0,17,0,0,0,3,0,5,0,0,0,4,15,25,0,0,0,0,0,0,0,0,0,0,3,3,49,7,4,57,10,41,3,10,7,37,18,256
SAL10103,0,0,0,170,10,0,0,3,0,5,0,0,0,0,26,42,0,0,0,0,0,0,0,0,3,0,0,9,188,18,3,193,34,104,12,27,6,38,28,661
SAL10104,0,5,0,294,8,0,0,5,0,3,0,0,0,0,26,44,0,0,0,0,0,0,0,0,0,0,0,4,274,47,11,227,65,164,14,45,14,66,35,961
SAL10105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL10106,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,14,6,10,0,3,0,5,0,62
SAL10107,12,52,0,325,10,0,9,6,0,23,6,5,17,54,116,259,0,0,5,0,0,0,0,0,3,13,55,83,311,121,112,336,130,840,104,477,256,1420,200,4300
SAL10108,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,0,0,0,0,17
SAL10109,3,8,0,185,3,4,0,0,0,0,0,0,0,6,13,25,0,0,0,0,0,0,0,0,0,0,0,0,76,26,5,129,26,46,12,16,11,29,9,388
SAL10110,10,4,0,125,4,0,4,4,0,0,0,6,4,6,21,43,0,3,0,0,0,0,0,0,0,4,5,13,165,49,37,144,87,158,43,78,52,150,33,999
SAL10111,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,6,0,3,0,16
SAL10112,3,14,0,634,16,11,0,19,8,14,5,7,0,6,41,118,0,0,0,0,0,0,0,0,0,0,4,8,295,99,15,435,71,221,41,89,18,100,45,1415
SAL10113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL10114,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,5,0,0,21
SAL10115,3,0,0,225,8,0,0,10,4,3,0,0,0,0,21,54,0,0,0,0,0,0,0,0,0,0,0,3,130,44,8,234,32,77,19,29,9,20,28,632
SAL10116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10117,0,0,0,21,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,34,16,10,67,11,22,6,12,5,26,0,191
SAL10118,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,25
SAL10119,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,22,3,10,0,0,0,7,0,56
SAL10120,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,6,0,0,0,6,0,22
SAL10121,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,4,0,18
SAL10122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,9
SAL10125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
SAL10126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10130,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,8
SAL10131,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,5,0,3,0,4,0,21
SAL10132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL10133,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,0,3,0,18
SAL10134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
SAL10136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
SAL10139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3
SAL10140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,5
SAL10141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6
SAL10144,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,21,0,9,3,0,0,5,0,77
SAL10145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,13
SAL10146,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,34,9,16,0,5,0,18,3,110
SAL10147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
SAL10148,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,5,0,0,0,0,0,38
SAL10149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
SAL10152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6
SAL10153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3
SAL10154,0,14,5,668,17,4,0,12,0,9,0,0,0,0,17,59,0,0,0,0,0,0,0,0,0,0,0,4,305,41,10,353,78,166,15,53,14,55,23,1106
SAL10155,5,5,0,455,11,3,3,7,6,6,0,3,0,7,26,64,0,0,3,0,0,0,0,0,0,0,4,9,178,25,10,170,24,128,5,30,9,26,28,635
