SA2_MAINCODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
202011018,0,0,0,73,8,3,0,27,3,7,0,8,0,16,42,114,0,0,4,3,0,0,0,0,0,3,0,12,165,53,8,333,51,221,13,84,5,142,41,1114
202011019,0,0,0,17,8,3,4,24,5,9,0,6,0,16,31,112,0,0,0,3,0,0,0,0,0,0,5,15,171,59,10,308,30,212,16,89,15,112,39,1060
202011020,0,0,0,123,21,0,3,29,0,10,3,3,0,13,49,128,0,0,0,3,0,0,0,0,0,0,0,10,249,58,14,461,38,175,13,48,8,106,51,1219
202011021,0,0,0,78,20,0,0,18,3,5,3,0,0,3,32,81,0,0,0,0,0,0,0,0,0,0,0,3,183,45,5,328,23,123,11,48,5,53,33,865
202011022,0,0,0,60,28,7,0,28,8,16,0,6,3,10,80,180,3,0,0,0,3,3,3,0,0,3,10,18,282,82,10,584,54,399,27,104,27,151,89,1823
202011023,0,0,0,48,25,3,0,13,4,11,0,0,0,4,38,103,0,0,0,0,0,0,0,0,0,0,4,3,172,31,7,333,31,127,12,32,10,36,45,828
202011024,3,0,0,135,23,8,0,39,9,12,0,4,0,7,65,161,0,0,0,3,0,3,0,0,0,0,3,9,247,56,9,542,59,185,31,48,13,42,73,1294
202011025,0,3,0,49,19,3,5,24,9,14,0,3,0,6,64,145,6,0,0,0,0,0,0,0,0,3,0,13,254,62,16,501,82,240,27,67,14,89,73,1415
202021026,0,0,0,72,20,3,3,30,0,9,0,4,0,0,36,110,0,0,3,0,0,0,0,0,3,0,0,11,211,54,11,369,46,150,19,34,13,46,39,990
202021027,0,0,0,37,23,5,0,17,3,14,0,5,0,7,47,133,3,0,0,0,0,0,0,0,0,0,3,10,135,91,11,265,29,162,22,57,6,51,54,885
202021028,0,0,0,39,10,8,0,24,0,12,3,8,0,10,46,117,0,0,0,0,0,0,0,0,0,0,0,7,124,67,4,268,18,134,18,49,13,69,53,815
202021029,0,0,0,12,11,3,0,12,0,8,0,0,0,10,20,54,0,0,0,0,0,0,0,0,3,0,0,7,60,16,8,110,8,73,4,28,10,56,20,386
202021030,0,0,3,97,13,4,0,27,0,7,0,3,0,10,44,117,3,0,4,0,0,0,0,0,3,0,0,14,166,60,14,376,31,191,19,55,13,58,51,1026
202021031,0,3,0,138,15,0,0,26,3,11,0,3,0,0,51,119,0,0,0,0,0,0,0,0,0,3,0,9,165,59,3,324,34,175,14,38,8,45,55,915
202031032,0,0,0,21,11,7,0,19,0,3,0,6,0,6,30,78,0,0,0,0,0,0,0,0,0,0,0,4,94,24,7,180,17,86,9,17,6,57,31,523
202031033,0,0,0,12,23,3,4,18,0,7,0,3,0,8,21,87,0,0,0,3,0,0,0,0,0,0,3,10,132,21,10,188,20,75,4,28,6,73,32,586
203011034,0,0,0,66,15,0,0,18,3,14,0,3,0,0,51,99,0,0,0,3,0,0,3,0,0,0,0,13,167,38,11,378,50,162,16,39,12,32,48,957
203011035,0,0,0,53,15,4,6,33,4,9,0,3,0,5,49,124,0,0,0,4,0,3,0,3,0,3,3,21,167,35,19,324,37,188,9,49,15,50,55,942
203011036,0,3,0,64,20,5,0,29,0,8,3,4,0,3,35,113,0,0,0,0,0,0,0,0,0,0,0,3,124,24,5,284,26,112,9,41,6,33,37,707
203021037,0,0,0,89,19,3,0,31,3,11,0,0,4,7,63,141,0,0,0,3,0,0,0,3,0,0,5,14,201,63,15,519,75,229,19,75,17,121,64,1392
203021038,0,0,0,63,21,4,0,48,3,30,0,14,0,55,103,290,7,0,4,0,0,6,0,3,3,15,14,45,286,78,19,488,58,525,28,222,40,493,130,2371
203021039,0,0,0,133,20,4,3,35,0,11,0,3,0,5,39,117,0,0,0,3,0,0,0,0,0,0,5,8,190,53,11,413,37,212,13,52,9,80,44,1121
203021040,0,0,0,217,39,3,0,41,0,22,0,3,0,13,94,218,0,0,0,9,0,0,0,0,3,0,4,19,343,92,20,811,97,370,27,83,20,118,103,2088
203021041,0,0,0,151,39,13,4,64,3,35,0,10,3,16,98,275,0,0,0,8,3,7,0,0,3,0,5,23,457,108,27,1043,99,539,24,131,32,140,105,2707
203021042,3,0,0,455,55,11,0,59,3,34,3,22,3,20,139,349,0,0,3,3,0,0,0,0,3,0,4,15,593,116,28,1100,114,475,22,118,27,130,146,2864
203021043,0,3,0,190,40,8,3,70,3,25,0,8,0,23,102,280,3,0,3,5,3,0,0,0,0,7,3,22,444,67,24,832,83,459,36,95,29,132,104,2303
203021044,0,0,0,65,20,4,0,36,3,13,0,5,0,18,59,160,4,0,3,8,0,4,0,0,0,0,3,25,265,70,18,632,61,275,26,72,10,91,60,1591
203021045,0,0,0,39,18,4,0,27,4,14,3,13,0,25,48,154,0,0,0,3,0,4,0,0,3,3,6,21,196,58,15,391,38,259,18,92,19,176,58,1318
203021046,0,3,0,312,27,3,0,26,3,11,0,5,4,7,85,162,3,0,0,3,0,3,0,0,0,3,3,17,240,37,3,480,48,178,10,54,17,55,88,1227
203021047,0,0,0,114,25,4,0,19,3,16,5,6,0,19,57,166,3,0,0,4,0,0,0,0,0,3,6,20,248,86,16,461,49,276,15,96,22,174,68,1512
203031048,3,0,0,100,31,7,0,49,0,16,0,4,8,10,67,187,4,0,0,0,0,0,0,0,0,0,3,14,238,78,13,528,46,281,20,68,15,102,70,1468
203031049,0,0,0,46,10,6,0,14,0,6,0,3,0,3,23,69,0,0,0,0,0,0,0,0,0,0,0,3,71,46,5,164,10,73,9,25,5,27,26,452
203031050,0,0,0,315,49,11,6,90,9,23,3,12,3,12,163,375,4,0,0,5,0,6,0,0,0,0,3,20,485,156,28,1205,135,508,28,120,23,122,171,2985
203031051,0,0,0,25,10,3,0,6,0,5,0,3,0,12,28,72,0,0,0,5,0,0,0,0,0,0,3,8,75,31,5,139,17,95,4,32,7,80,29,524
203031052,0,0,0,31,3,3,0,11,3,5,0,3,0,4,35,72,0,0,0,0,0,0,0,0,0,0,0,0,59,29,6,105,8,48,7,14,3,15,30,339
203031053,4,4,0,308,43,8,3,62,5,21,3,5,4,15,158,333,10,0,0,8,0,0,3,0,0,0,6,21,435,127,26,1018,87,414,37,92,28,76,163,2499
204011054,0,0,0,15,8,5,0,13,4,5,0,0,0,10,29,77,0,0,0,3,0,0,0,0,0,3,3,9,87,33,7,192,22,73,8,31,11,41,29,526
204011055,0,0,0,21,16,4,0,13,7,3,0,0,0,8,29,84,0,0,0,3,0,0,0,0,0,0,0,6,104,24,6,167,17,61,4,34,7,44,29,493
204011056,0,0,0,118,37,6,0,35,5,19,3,10,0,12,63,189,6,0,0,6,0,3,0,3,3,4,7,26,319,65,19,506,59,354,28,65,26,106,73,1617
204011057,0,0,0,36,16,11,3,31,0,4,0,5,0,4,54,140,3,0,0,0,0,0,0,0,0,0,3,12,139,59,6,270,19,112,14,46,3,40,67,777
204011058,0,0,0,26,13,0,0,6,0,8,3,0,0,0,23,63,0,0,0,0,0,3,0,0,0,0,0,4,87,15,3,123,12,56,9,7,4,28,29,377
204011059,0,0,0,22,12,0,3,15,0,5,0,3,3,3,14,65,0,0,0,0,0,0,0,0,0,0,7,9,112,18,9,147,8,92,9,35,10,52,26,513
204011060,0,0,0,24,12,0,0,16,0,10,0,0,0,5,31,74,3,0,0,3,0,0,0,0,0,0,0,8,110,25,7,136,16,152,5,16,6,27,32,535
204011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,6,0,14
204011062,0,0,0,12,4,3,0,15,0,3,0,0,0,0,17,53,0,0,0,0,0,0,0,0,0,0,0,3,58,17,5,97,16,49,3,13,7,22,21,312
204021063,0,0,0,38,21,3,3,26,4,6,0,3,0,3,34,105,3,0,0,0,0,0,0,0,0,0,3,5,156,26,10,253,34,142,5,36,9,87,41,809
204021064,0,0,0,16,10,0,0,7,0,6,0,0,0,4,16,56,0,0,0,0,0,0,0,0,0,0,0,5,76,15,5,116,20,60,10,17,0,32,16,366
204021065,0,0,0,24,9,0,0,16,0,3,0,0,0,0,17,49,0,0,0,0,0,0,0,0,0,0,3,7,99,14,6,134,14,46,6,8,4,35,15,396
204021066,0,0,0,70,20,10,0,37,8,11,5,8,0,17,71,186,0,0,0,3,0,0,0,0,0,3,15,23,351,80,18,638,67,264,21,85,12,129,94,1769
204021067,0,0,0,68,35,9,0,41,4,10,0,7,0,10,64,191,3,0,0,7,0,0,0,0,0,3,6,11,256,50,14,418,41,134,18,53,13,60,74,1120
204031068,0,0,0,21,11,0,0,11,0,3,0,3,3,3,19,54,0,0,0,4,0,0,0,0,0,0,0,8,97,23,4,157,13,37,11,27,6,22,21,417
204031069,0,0,0,37,14,7,3,20,0,11,0,0,0,6,51,113,0,0,0,0,0,0,0,0,0,0,0,3,134,60,5,246,26,105,15,33,9,38,54,718
204031070,0,0,0,12,6,0,0,12,0,0,0,3,0,0,24,49,3,0,0,0,0,0,0,0,0,0,0,7,71,22,3,121,17,50,9,22,8,17,28,359
204031071,0,0,0,12,14,5,3,11,0,9,0,0,0,3,24,71,0,0,0,0,0,0,0,0,0,0,0,3,100,23,6,140,11,64,3,13,8,32,27,435
204031072,0,0,0,16,16,0,0,17,0,6,0,0,3,4,33,79,0,0,0,3,0,0,0,0,0,0,0,8,124,16,7,163,27,80,6,27,12,40,32,537
204031073,0,0,0,85,31,6,3,36,7,15,0,7,0,8,83,185,3,0,0,3,0,3,0,0,3,0,7,18,354,62,17,579,71,288,22,57,16,89,88,1650
204031074,0,3,3,141,46,12,0,45,4,21,3,11,9,13,139,309,0,0,3,5,4,4,0,0,0,4,0,19,548,104,31,833,105,439,29,87,42,160,155,2539
204031075,0,0,0,41,14,0,0,14,0,7,0,0,0,4,45,88,0,0,0,0,0,0,0,0,4,0,0,9,144,28,5,199,21,73,11,18,3,25,50,578
205011076,0,3,0,83,30,4,0,33,3,19,0,10,3,9,72,190,4,0,3,3,3,3,0,0,0,7,4,29,279,81,8,602,74,387,22,89,16,127,81,1768
205011077,0,0,0,50,7,0,3,30,0,15,0,3,0,3,32,97,5,0,0,4,0,0,0,0,0,0,5,15,130,31,15,236,23,109,7,31,7,41,40,654
205011078,0,0,0,60,18,3,0,34,0,18,0,3,7,7,36,121,0,0,0,0,0,0,0,0,0,0,3,8,148,40,9,282,37,131,14,41,19,55,38,824
205011079,0,0,0,183,44,7,0,49,10,16,3,7,3,11,97,253,3,0,10,3,0,4,0,0,0,0,3,24,364,79,26,745,64,384,27,107,20,122,101,2044
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,0,0,0,58,30,7,3,35,0,14,0,9,0,10,83,193,3,0,0,0,0,0,0,0,0,5,6,14,200,61,12,459,54,222,22,96,14,93,90,1328
205021082,0,0,0,21,23,3,0,21,0,10,0,3,0,7,49,115,0,0,0,0,0,0,0,0,0,0,4,8,146,50,11,266,22,129,18,36,4,65,52,795
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,0,0,0,36,25,3,0,20,0,5,0,3,3,10,45,111,0,0,0,0,0,0,0,0,0,4,4,12,127,53,12,238,31,101,23,52,14,107,51,796
205021085,0,0,0,14,10,4,3,17,0,5,0,3,4,7,38,92,3,0,0,0,0,0,0,0,0,0,0,4,68,33,4,166,15,53,10,39,12,57,44,508
205021086,0,0,0,24,8,0,0,3,0,0,0,4,0,6,27,58,0,0,0,0,0,0,0,0,0,0,0,8,84,22,3,123,11,71,7,28,10,52,36,446
205031087,0,0,0,30,21,11,3,11,3,10,0,10,0,4,23,99,3,0,0,8,0,3,0,0,0,0,5,16,152,48,13,246,26,117,9,49,10,50,38,753
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,9
205031089,0,3,0,41,18,0,0,36,0,12,0,4,3,9,44,131,0,0,0,3,0,0,0,0,0,0,0,15,189,54,23,326,32,166,12,48,14,73,49,971
205031090,0,3,0,67,23,3,0,33,3,6,3,5,0,9,54,140,0,0,3,4,0,0,0,0,0,0,5,13,217,69,9,415,33,196,24,62,21,71,65,1179
205031091,0,0,0,40,23,8,0,29,6,9,0,12,0,6,51,136,3,0,0,3,0,0,0,0,0,0,3,11,155,60,10,304,32,121,14,74,13,54,54,891
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
205031093,0,0,0,85,31,15,5,58,4,18,7,18,0,16,82,251,0,3,0,3,0,0,0,0,0,3,4,19,280,123,28,642,60,291,29,123,28,203,96,1905
205041094,0,3,0,123,21,7,4,37,7,24,0,9,0,11,70,186,0,0,0,0,0,0,0,0,0,4,0,8,175,48,13,413,46,237,20,87,20,134,75,1272
205041095,3,0,0,123,25,5,0,27,4,24,3,15,3,24,66,193,0,0,3,5,0,0,3,0,0,3,4,22,200,65,11,475,51,251,14,116,30,186,72,1476
205041096,0,3,0,52,15,3,0,20,3,12,0,7,4,21,39,131,0,0,0,3,0,3,0,0,0,4,5,15,136,33,15,293,38,205,11,68,27,188,46,1059
205041097,0,3,0,251,52,6,4,68,4,24,3,3,7,13,154,340,6,0,4,3,0,9,0,3,3,8,5,39,486,93,20,1046,111,504,51,115,28,205,166,2824
205041098,0,6,0,49,12,0,0,15,0,8,0,3,0,3,39,78,0,0,0,0,0,0,0,0,0,0,0,7,94,20,4,210,18,102,8,35,10,41,39,573
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051100,0,0,0,39,8,5,3,7,5,8,0,4,0,3,32,76,0,0,0,0,0,0,0,0,0,0,3,5,76,14,6,126,11,58,4,14,8,33,38,394
205051101,0,0,0,85,35,5,0,32,9,24,0,11,4,7,119,245,3,0,3,0,0,0,0,0,0,3,6,17,266,58,17,464,59,265,30,76,23,91,128,1476
205051102,0,3,0,43,7,0,0,14,0,9,0,7,0,3,25,71,0,0,0,0,0,0,0,0,0,0,3,8,100,14,4,158,12,73,3,21,16,32,28,472
205051103,0,0,0,136,33,8,0,27,3,12,0,5,3,5,119,215,0,0,3,0,0,0,0,0,3,0,11,14,228,42,14,469,66,314,21,73,22,105,135,1494
205051104,0,0,0,27,19,3,4,20,0,7,3,7,0,3,24,77,3,0,0,0,0,0,0,0,0,0,0,5,93,16,5,150,8,64,15,28,5,45,30,454
206011105,0,8,0,382,24,11,0,29,7,14,0,7,4,28,102,214,3,0,0,3,0,3,0,0,0,4,0,14,344,99,18,591,97,304,22,87,11,205,109,1884
206011106,0,0,0,167,10,0,0,9,0,6,0,0,0,7,58,90,0,0,0,0,0,0,0,0,0,0,3,3,168,42,7,256,27,153,9,34,5,81,60,850
206011107,0,0,0,248,6,3,0,24,7,7,0,5,0,15,58,131,0,0,0,0,0,0,0,0,0,0,0,8,197,60,3,408,58,230,20,79,15,141,63,1269
206011108,0,13,0,455,31,4,6,54,7,21,0,13,9,37,144,325,0,0,0,3,0,3,0,0,3,9,9,28,482,162,12,960,133,533,30,187,40,369,161,3074
206011109,0,0,0,244,15,3,5,28,4,12,0,6,3,11,55,140,0,0,0,3,0,3,0,0,0,3,4,16,263,58,15,531,52,274,12,68,15,93,63,1445
206021110,0,4,0,344,8,4,0,20,0,7,0,3,3,13,46,104,0,0,0,0,0,0,0,0,0,0,3,7,201,36,6,433,29,157,8,51,13,57,49,1049
206021111,7,12,3,781,41,12,0,34,4,17,4,9,3,31,124,284,4,0,3,3,0,0,0,0,0,4,9,28,550,147,18,971,95,381,38,112,23,218,136,2691
206021112,3,3,0,360,13,3,0,29,0,19,0,3,0,17,79,170,6,0,0,3,0,0,0,5,0,0,3,16,329,128,16,681,94,318,28,91,11,174,86,1962
206031113,0,3,0,457,22,8,0,27,0,12,0,4,3,12,76,170,4,0,0,3,0,4,0,0,0,3,0,16,348,66,4,563,80,273,19,66,10,124,83,1647
206031114,6,11,0,975,69,14,5,83,5,30,3,12,5,25,155,404,0,0,6,10,0,7,0,3,4,3,4,33,820,131,30,1231,124,617,24,154,36,213,173,3557
206031115,0,3,0,145,5,0,0,5,0,6,0,4,0,10,38,68,0,0,0,0,0,0,0,0,3,4,4,10,129,30,8,189,24,124,9,62,13,121,44,744
206031116,0,6,0,514,26,6,0,28,3,14,0,3,0,15,92,195,0,0,3,3,0,0,0,0,0,0,4,18,374,68,22,561,62,340,9,75,5,106,103,1730
206041117,0,3,0,95,10,3,0,0,0,9,0,3,0,7,42,73,0,0,0,0,0,0,0,0,0,4,0,8,92,18,3,85,15,116,3,41,13,82,42,510
206041118,0,0,0,118,8,0,0,5,0,3,0,0,3,3,49,61,0,0,0,0,0,0,0,0,0,0,0,3,142,11,9,95,18,219,5,29,9,62,49,645
206041119,0,4,0,102,0,0,0,3,0,5,0,0,0,3,16,29,0,0,0,0,0,0,0,0,0,0,0,0,57,15,7,65,19,56,0,9,7,16,16,262
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
206041121,0,0,0,261,7,3,0,6,0,7,0,3,0,3,33,64,0,0,0,0,0,0,0,0,0,0,3,3,237,39,5,303,52,171,9,52,8,48,30,955
206041122,0,0,0,98,6,3,0,4,0,8,0,7,4,6,61,100,0,0,0,0,0,0,0,0,0,0,3,4,136,22,8,116,30,332,3,44,15,83,68,850
206041123,0,0,0,236,12,5,0,17,0,12,0,5,3,7,74,127,0,0,0,0,0,0,0,0,0,0,9,12,238,48,17,233,35,203,10,65,14,92,91,1045
206041124,0,0,0,91,7,0,0,9,0,0,0,3,0,0,26,47,0,0,0,0,0,0,0,0,0,0,0,5,72,12,3,81,12,55,0,23,0,28,31,307
206041125,0,0,0,127,3,6,0,3,0,0,0,3,0,0,33,49,0,0,0,0,0,0,0,0,0,0,0,3,70,10,3,92,7,77,3,19,4,13,32,329
206041126,0,5,0,150,7,0,0,3,0,5,0,0,0,3,52,73,0,0,0,0,0,0,0,0,0,3,0,6,123,20,9,113,34,202,11,26,13,90,52,693
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,3,7,0,598,31,8,0,21,0,16,0,4,0,6,137,220,0,0,0,0,0,0,0,0,3,0,3,12,344,38,13,400,47,329,11,44,11,87,140,1467
206051129,3,11,0,481,13,3,0,20,0,9,0,3,0,5,75,130,0,0,0,3,0,0,0,0,0,0,4,7,272,35,6,434,66,237,12,48,12,52,81,1258
206051130,3,5,0,513,26,3,0,29,4,10,0,0,3,6,84,166,0,0,0,0,0,3,0,0,0,3,0,13,350,60,7,407,87,277,10,66,14,108,88,1465
206051131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051132,0,3,0,297,6,0,0,12,0,7,0,3,0,9,46,88,3,0,3,4,0,0,0,0,0,0,3,13,183,24,8,215,40,156,6,35,6,60,56,790
206051133,0,5,0,355,18,7,0,12,0,18,0,0,0,9,73,136,0,0,0,0,0,4,0,0,0,0,0,8,268,61,8,356,68,264,18,51,10,66,74,1240
206051134,0,0,0,286,11,3,0,14,3,5,0,6,0,4,59,108,0,0,0,4,0,3,0,0,0,0,6,17,203,73,3,393,53,209,13,77,11,53,66,1157
206061135,4,5,3,337,9,0,4,18,3,10,4,3,0,4,59,112,4,0,0,4,0,5,0,0,0,0,0,13,151,32,8,239,34,214,9,40,8,38,64,830
206061136,0,6,0,377,21,8,4,16,0,10,0,3,0,22,67,145,0,0,0,4,0,0,0,0,0,3,3,10,236,33,9,342,61,194,16,49,10,98,72,1122
206061137,3,8,0,281,21,3,0,15,0,8,0,6,3,4,69,125,3,0,3,0,0,0,0,0,0,3,5,12,186,35,3,205,47,231,7,61,13,95,71,953
206061138,11,30,0,543,23,5,0,33,0,35,0,14,3,14,107,228,3,0,0,5,0,5,0,0,0,0,0,10,225,55,9,309,28,326,4,62,20,90,108,1235
206071139,0,5,0,139,6,3,0,8,0,6,0,0,0,4,18,51,0,0,0,0,0,0,0,0,0,0,0,0,101,24,3,145,25,106,3,21,4,41,23,489
206071140,0,5,0,232,9,0,0,4,3,7,0,3,0,4,37,75,0,0,0,3,0,0,0,0,0,0,5,4,141,35,3,199,35,109,4,36,4,42,42,658
206071141,0,3,0,66,3,0,0,4,0,3,0,0,0,8,21,42,0,0,0,0,0,0,0,0,0,0,8,13,60,18,3,87,20,53,5,29,5,64,27,375
206071142,0,3,0,143,8,0,0,3,0,4,0,3,0,9,37,65,0,0,0,0,0,0,0,0,0,4,3,7,100,23,15,123,32,83,6,33,10,87,42,546
206071143,3,3,0,348,16,0,0,27,5,9,0,0,0,0,45,96,0,0,0,3,0,0,0,0,0,0,0,6,232,42,7,375,30,150,7,38,6,59,45,998
206071144,0,10,0,616,26,6,0,27,0,18,3,12,0,15,90,203,0,0,3,4,3,0,0,0,0,0,5,18,473,80,21,551,105,332,15,100,25,231,100,2033
206071145,0,3,0,336,13,5,3,20,3,9,0,0,0,8,51,112,0,0,0,0,0,0,0,0,0,0,0,3,215,45,7,332,52,124,13,36,6,44,55,914
207011146,3,6,0,446,21,6,0,20,3,20,0,6,3,4,59,140,0,0,3,4,0,0,0,0,0,3,3,7,278,40,9,417,46,201,11,49,7,75,60,1203
207011147,4,16,3,672,39,10,3,46,0,26,0,14,4,19,165,317,0,0,3,0,0,4,0,0,0,0,9,21,447,85,17,580,46,423,17,137,22,183,174,2140
207011148,3,20,0,856,52,23,0,84,4,40,3,23,6,21,216,470,9,0,4,3,0,0,0,0,0,7,10,34,678,136,16,987,53,581,28,180,28,262,237,3182
207011149,6,24,0,1188,38,11,8,66,0,37,5,16,0,18,190,393,3,0,3,8,0,3,0,0,0,0,5,27,638,101,18,933,71,615,21,135,9,182,201,2938
207011150,4,18,0,1073,37,12,6,68,7,30,3,14,3,11,151,327,9,0,3,3,0,0,3,0,3,0,3,26,546,103,25,930,68,495,27,85,17,112,155,2562
207011151,4,22,4,915,26,11,3,47,4,37,3,8,0,9,144,281,5,0,0,4,3,3,0,0,0,0,6,28,460,78,13,670,94,412,12,95,15,143,149,2134
207011152,3,16,0,655,32,9,0,26,0,19,0,9,0,9,105,209,0,0,3,3,0,3,0,0,0,0,4,28,345,68,16,502,66,327,10,76,8,99,111,1626
207011153,3,29,0,1214,59,14,3,72,3,50,3,14,3,23,242,473,3,0,3,16,0,0,0,0,0,0,3,25,657,109,22,947,80,588,30,133,30,173,245,3007
207011154,3,8,0,339,11,3,0,16,0,11,0,8,0,12,53,121,3,0,0,0,0,0,0,0,0,0,0,7,200,42,6,328,19,170,6,47,4,66,61,947
207011155,0,21,0,1032,48,8,0,48,5,44,4,9,0,7,152,324,0,0,0,8,0,3,0,0,3,0,3,21,527,81,15,764,71,483,16,116,16,142,156,2384
207021156,3,6,0,280,16,5,0,28,3,18,0,3,3,30,65,173,0,0,3,3,0,3,0,0,0,3,6,16,273,75,11,418,36,298,16,68,19,208,77,1506
207021157,0,14,0,352,36,13,3,36,5,32,0,12,3,30,159,323,0,0,0,0,0,0,0,0,0,5,4,23,450,130,21,615,63,532,29,165,26,340,170,2535
207021159,3,20,0,557,43,5,0,52,3,40,3,15,0,44,140,357,3,0,0,3,0,3,0,0,3,4,5,28,476,117,20,660,43,526,18,166,27,252,145,2451
207021160,0,10,0,311,31,3,0,24,3,14,0,8,3,28,92,213,0,0,0,10,0,0,0,0,0,0,9,24,383,79,8,596,54,345,8,104,19,208,105,1914
207021424,0,17,0,393,28,9,3,42,7,28,0,15,4,15,135,291,0,0,0,3,0,0,0,0,0,0,0,8,418,110,18,665,47,512,9,167,25,245,143,2350
207021425,3,3,0,199,21,4,3,15,0,14,0,6,3,23,92,179,0,0,3,3,0,0,0,0,0,0,3,18,329,93,12,456,54,429,20,125,29,216,96,1864
207031161,3,12,0,632,58,3,3,46,4,37,3,10,3,23,119,312,4,0,4,10,3,5,0,0,0,0,3,27,562,120,20,1019,89,597,41,131,23,184,128,2915
207031162,0,3,0,260,24,0,0,18,3,14,0,3,3,17,80,159,0,0,0,6,0,0,0,0,0,0,5,12,279,55,4,506,39,294,17,79,6,126,84,1474
207031163,0,3,0,389,27,3,3,22,4,16,3,9,0,15,136,239,3,0,0,9,0,0,0,0,0,0,3,16,423,94,10,602,63,405,16,132,22,190,140,2093
207031164,3,3,0,425,28,0,3,37,0,22,0,11,0,8,127,235,6,0,0,6,0,0,0,0,0,0,0,15,459,82,17,792,60,458,21,143,19,187,129,2369
207031165,0,0,0,181,21,6,0,22,3,7,0,3,0,15,65,145,0,0,0,4,0,0,0,0,0,0,0,3,218,53,0,321,31,184,9,58,8,125,65,1083
207031166,0,7,0,172,17,9,0,17,3,15,0,8,0,23,59,158,3,0,0,0,0,0,0,0,0,0,0,14,265,62,13,345,37,274,6,73,8,164,68,1325
207031167,3,10,0,553,12,0,5,36,0,16,0,8,0,8,92,165,0,0,0,0,0,0,0,0,0,0,0,9,310,63,4,513,36,267,8,56,11,81,91,1444
208011168,3,13,0,737,44,7,3,54,3,29,0,6,3,10,112,274,0,0,0,3,0,0,0,0,0,0,0,4,502,71,6,692,47,349,11,86,14,110,110,2003
208011169,7,32,3,1309,50,16,3,79,10,51,0,14,4,15,211,458,3,0,3,3,0,10,0,3,0,3,11,37,582,99,18,910,69,661,21,143,24,152,227,2920
208011170,4,8,0,832,37,4,3,58,7,31,0,8,0,14,150,311,0,0,3,10,0,7,0,0,0,0,3,33,481,76,13,839,56,465,20,87,20,109,159,2324
208011171,0,0,0,357,22,0,0,31,3,20,0,0,0,3,94,175,0,0,0,3,0,0,0,0,0,0,3,10,301,44,6,590,63,255,9,46,7,82,96,1494
208011172,4,9,0,931,47,6,0,62,0,32,0,7,6,11,157,331,6,0,3,4,0,5,0,0,3,0,3,32,552,94,19,865,84,479,20,94,18,119,165,2511
208011173,3,14,0,876,37,11,3,60,0,25,6,8,3,13,135,307,3,0,0,6,0,3,0,0,0,5,0,15,471,80,11,792,81,407,15,94,20,109,139,2212
208021174,3,12,0,841,51,18,3,79,4,31,3,8,3,28,188,414,5,0,0,9,0,0,0,3,0,3,9,27,732,133,21,1116,94,560,31,139,22,216,199,3257
