SAL_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SAL41667,4,12,0,3,0,27,4,5,9,11,10,0,39,0,0,0,0,4,0,4,0,0,0,0,9,0,12,4,0,0,3,3,0,10,8,5,42,34,145,15,246
SAL41668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7
SAL41669,0,6,0,0,0,9,0,0,0,0,3,12,20,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,5,0,7,24,39
SAL41670,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,20,0,37
SAL41671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL41672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL41673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
SAL41674,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,15
SAL41675,0,9,7,0,0,21,0,0,7,9,18,3,45,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,4,4,8,11,3,38,37,119,9,218
SAL41676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL41677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL41678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL41679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,0,14
SAL41680,0,6,0,3,0,6,0,3,10,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,6,6,3,3,12,21,37,6,86
SAL41681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL41682,3,11,0,6,0,18,5,4,3,4,7,0,18,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,8,4,26,18,48,5,112
SAL41683,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,8,10,0,21
SAL41684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL41686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,7
SAL41687,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,14
SAL41688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
SAL41689,0,15,0,4,0,28,0,0,4,7,15,5,31,0,0,0,0,0,0,0,0,0,0,0,14,0,16,0,0,0,0,3,0,5,8,3,29,23,121,10,195
SAL41690,0,0,0,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,8,10,24,6,45
SAL41691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41692,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,0,19
SAL41693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41694,0,4,0,4,0,3,0,0,8,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,15,7,30,0,55
SAL41695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,11
SAL41696,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8
SAL49494,3,10,3,6,0,31,8,5,30,20,23,3,82,0,0,0,0,0,0,3,0,0,0,6,9,0,12,0,0,0,0,10,5,19,45,16,135,69,209,29,489
SAL49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50001,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,0,30
SAL50002,8,18,5,15,0,51,8,5,34,13,22,0,78,0,0,0,0,5,0,9,0,0,0,0,14,0,20,0,0,0,0,6,0,10,17,26,111,60,212,11,441
SAL50003,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,15,0,28
SAL50004,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,12
SAL50005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4
SAL50006,9,31,9,5,0,69,21,15,60,19,20,5,147,7,0,4,5,9,0,18,0,0,4,0,8,0,18,0,0,0,0,4,3,7,66,36,174,74,126,16,497
SAL50007,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,12
SAL50008,20,92,29,67,10,239,20,21,85,67,143,17,361,0,0,15,8,12,0,38,5,3,6,23,82,4,128,7,0,15,20,39,20,105,126,71,533,415,1053,114,2317
SAL50009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50010,28,76,18,22,3,178,22,25,86,12,19,5,167,0,0,10,0,3,0,14,3,0,10,5,20,4,37,0,0,16,9,10,4,47,158,77,487,144,262,28,1156
SAL50011,48,163,51,99,7,410,48,34,249,154,170,27,670,0,0,14,9,29,0,47,4,0,21,37,135,7,206,6,0,23,31,69,17,145,212,140,910,702,1691,120,3768
SAL50012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50013,4,13,0,7,0,27,0,0,7,6,5,0,17,0,0,0,0,4,0,4,0,0,0,0,8,0,8,0,0,0,0,5,0,7,0,4,30,30,127,4,198
SAL50014,0,5,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,21
SAL50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10
SAL50016,3,7,0,12,0,21,0,0,9,5,8,0,19,0,0,0,0,0,0,0,0,0,0,3,9,0,13,0,0,4,0,0,0,5,7,6,30,38,123,9,217
SAL50017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,5,6,0,26
SAL50018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50019,0,0,0,0,0,3,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,10,0,4,0,0,23,11,47,0,87
SAL50020,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,19
SAL50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50022,29,109,18,23,0,247,134,48,282,26,36,13,540,5,3,23,5,11,3,49,12,6,29,20,30,4,92,25,6,53,14,17,14,126,552,172,1353,312,397,66,2859
SAL50023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16
SAL50024,25,100,28,16,3,210,64,21,183,29,13,4,328,4,0,8,5,6,0,29,4,7,20,4,16,0,44,11,0,30,10,17,7,67,320,96,916,220,241,52,1843
SAL50025,6,14,5,4,0,28,4,4,9,4,9,0,34,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,4,5,0,13,10,11,51,31,107,3,212
SAL50026,21,67,39,77,7,225,34,17,126,95,244,20,536,0,0,3,5,19,0,29,3,0,13,17,104,5,137,0,0,9,24,85,43,164,108,62,434,441,1520,152,2707
SAL50027,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,13
SAL50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,6,0,23
SAL50030,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,19
SAL50031,16,44,8,13,8,112,27,17,69,30,30,4,180,0,0,4,5,18,6,37,0,0,5,6,28,3,45,0,4,13,10,9,10,53,135,61,404,196,337,52,1184
SAL50032,11,34,11,19,6,87,9,6,61,19,59,5,169,0,0,4,4,3,0,12,0,0,8,9,24,0,41,5,0,15,0,18,6,42,55,33,244,138,370,34,878
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50034,12,16,6,4,0,48,7,4,34,14,16,0,78,0,0,8,0,3,0,14,0,0,3,0,7,0,18,0,0,0,5,9,0,13,46,26,166,75,141,15,464
SAL50035,48,138,22,27,0,301,79,26,204,54,44,6,413,0,0,15,10,13,6,39,5,0,16,15,26,0,62,15,4,40,9,15,12,89,358,160,1066,354,557,76,2572
SAL50036,55,175,58,99,5,451,66,51,249,97,126,17,598,3,0,10,8,24,4,44,5,0,30,20,93,0,149,14,3,36,21,61,20,155,323,179,1075,596,1314,107,3608
SAL50037,30,130,37,66,4,309,40,25,217,61,76,16,436,0,0,18,7,10,0,42,3,0,19,20,54,0,94,8,0,27,19,34,18,109,275,104,883,463,817,91,2632
SAL50038,6,11,4,5,0,26,8,3,7,10,14,0,47,0,0,3,0,0,0,5,0,0,0,0,9,0,10,0,0,4,3,8,0,17,19,13,52,59,152,21,314
SAL50039,64,221,78,154,6,550,38,30,214,127,366,27,804,0,0,3,7,28,0,44,0,0,9,43,148,3,207,3,3,11,19,98,22,152,152,147,913,735,2938,155,5037
SAL50040,49,177,68,132,11,477,71,30,303,189,243,28,859,0,4,12,6,36,0,58,0,3,18,51,182,9,258,7,0,39,37,105,30,209,310,171,1252,996,2294,174,5194
SAL50041,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5
SAL50043,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,10
SAL50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50045,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,17
SAL50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,10
SAL50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50048,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,16,4,26,3,59
SAL50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,14
SAL50051,6,12,0,15,0,33,0,0,14,12,12,3,41,0,0,0,0,0,0,0,0,0,0,4,27,0,27,5,0,4,0,9,0,11,10,8,42,51,197,22,328
SAL50052,0,4,0,5,0,9,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,12,0,26,0,38
SAL50053,56,162,42,75,9,402,73,29,257,82,119,22,585,6,0,21,19,19,5,71,6,3,38,36,96,12,197,10,5,34,26,67,28,166,356,164,1314,669,1258,158,3909
SAL50054,134,495,176,370,34,1315,127,112,652,465,610,51,2005,3,3,29,24,66,4,125,3,6,35,105,372,20,545,10,6,78,66,255,62,482,524,401,2455,2314,6316,390,12391
SAL50055,31,91,40,72,5,260,79,25,255,191,287,36,874,4,0,21,18,15,0,58,9,0,27,41,115,6,203,20,0,43,46,103,52,267,412,98,1104,806,1477,212,4111
SAL50056,0,12,4,5,0,27,0,3,5,3,3,0,14,0,0,0,4,0,0,5,0,0,0,0,0,0,3,3,0,4,0,0,0,9,10,11,39,33,81,4,178
SAL50057,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SAL50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50059,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,4,24
SAL50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50061,42,205,79,151,20,537,53,32,299,175,302,35,898,6,0,28,21,31,0,84,12,0,35,44,223,8,328,17,0,48,40,124,46,278,282,144,1291,900,2587,235,5440
SAL50062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,9
SAL50063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,10
SAL50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,15
SAL50065,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,16
SAL50066,6,7,0,6,0,21,0,0,5,4,6,0,14,0,0,0,0,0,0,0,0,0,0,3,10,0,10,0,0,0,0,4,3,6,3,7,17,14,68,3,117
SAL50067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,35,0,59
SAL50068,0,14,0,11,0,36,4,3,34,22,5,0,77,0,0,0,0,4,0,7,0,0,5,6,16,0,29,0,0,6,4,15,7,33,33,20,142,95,202,19,517
SAL50069,31,111,58,106,6,354,36,38,252,174,231,25,757,0,0,13,8,15,5,45,6,5,24,30,151,5,218,7,0,32,29,93,35,193,182,126,958,694,1822,166,3960
SAL50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50071,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,17
SAL50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SAL50073,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12
SAL50074,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,12
SAL50075,4,14,9,5,0,34,4,0,11,11,14,0,32,0,0,0,0,0,0,3,0,0,3,0,6,0,15,0,0,0,0,4,0,4,7,9,34,48,151,12,268
SAL50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50077,0,3,0,0,0,7,6,0,4,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,8,9,6,28,11,33,8,94
SAL50078,95,221,54,72,15,542,96,53,250,112,151,11,674,11,3,35,23,14,0,92,14,5,28,22,73,3,151,12,5,41,23,63,14,155,464,279,1385,644,1282,104,4159
SAL50079,29,78,14,18,5,211,49,19,118,44,32,4,261,0,0,8,6,3,0,16,9,0,15,7,26,0,57,8,0,29,6,12,0,51,259,76,637,196,284,32,1494
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,30,121,17,44,5,251,28,18,60,24,28,3,162,0,0,4,0,0,0,10,0,5,9,10,47,0,73,5,4,10,10,52,8,89,109,78,403,267,826,43,1724
SAL50082,18,39,21,27,0,115,5,9,55,35,76,11,190,0,0,0,10,0,0,13,5,0,4,4,28,0,45,0,0,0,3,20,0,27,35,43,176,161,551,32,1001
SAL50083,130,348,75,88,8,791,162,80,457,146,160,16,1023,10,6,63,16,36,6,133,14,4,61,40,103,0,222,26,5,67,29,55,23,210,835,442,2496,940,1473,158,6341
SAL50084,13,45,11,21,0,96,15,6,46,14,27,0,109,0,0,0,4,0,0,3,0,0,0,7,7,0,13,0,0,0,4,5,0,9,28,26,136,64,208,16,478
SAL50085,0,4,0,0,0,6,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,22,0,33
SAL50086,59,118,35,29,12,309,71,33,178,60,55,7,395,8,9,28,12,4,0,50,5,7,19,8,43,4,92,14,7,25,8,14,11,75,323,147,794,299,483,54,2102
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,5,18
SAL50089,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,19
SAL50090,22,71,18,45,3,191,69,19,238,103,124,20,570,4,0,12,14,16,0,45,11,0,39,27,88,8,164,9,0,35,32,45,24,145,356,79,1031,551,1049,113,3177
SAL50091,39,131,18,40,0,284,57,35,145,62,51,9,355,9,0,10,4,10,3,41,4,3,18,13,58,0,95,13,4,38,7,25,4,86,280,139,898,362,539,56,2264
SAL50092,10,45,6,38,0,109,15,3,45,37,33,3,139,0,0,6,0,6,0,19,4,0,0,10,38,0,56,0,0,5,6,26,3,45,60,41,229,201,530,37,1097
SAL50093,16,48,37,72,6,191,24,21,124,84,142,13,417,5,0,8,11,19,0,39,3,4,18,24,105,6,156,3,3,22,15,79,19,137,121,69,545,436,1228,94,2497
SAL50094,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,4,9,7,27,0,48
SAL50095,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,11,0,8,9,30
SAL50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,9
SAL50097,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,15,7,32
SAL50098,48,147,36,73,6,331,48,30,226,78,148,16,543,0,0,15,13,18,0,45,0,3,25,20,120,5,180,5,0,23,21,67,9,126,211,125,914,544,1404,118,3306
SAL50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,13
SAL50100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,3,28
SAL50101,0,0,0,0,0,4,0,0,5,4,0,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,4,9,5,19,3,46
SAL50102,20,70,35,40,5,175,8,14,82,55,57,9,226,0,0,4,4,14,0,25,6,0,11,10,45,3,73,0,0,18,9,23,10,61,71,47,393,254,675,54,1497
SAL50103,6,5,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,4,9,10,24,11,30,4,91
SAL50104,16,12,3,10,3,40,5,4,22,14,26,4,67,0,0,0,0,0,0,5,0,0,4,0,21,0,31,0,0,3,4,16,0,24,20,20,82,71,251,14,464
SAL50105,17,62,29,47,0,181,43,20,164,59,76,7,378,3,0,12,15,26,4,61,12,0,22,22,52,0,106,4,0,30,16,31,25,102,272,86,792,435,863,107,2550
SAL50106,0,0,0,3,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,11,30,5,51
SAL50107,0,3,4,3,0,10,0,0,0,3,5,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,7,3,17,12,32,4,70
SAL50108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,3,0,7
SAL50109,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,27,0,51
SAL50110,12,44,14,33,4,126,33,13,110,65,89,11,326,0,0,3,6,9,0,25,0,0,16,19,56,3,91,4,0,20,14,49,15,107,139,59,509,313,705,107,1835
SAL50111,18,104,27,19,4,252,76,28,162,78,62,20,431,7,0,14,17,13,0,48,9,0,25,25,38,5,95,36,3,58,19,36,33,189,590,97,1138,455,574,129,2980
SAL50112,6,26,12,21,0,67,12,7,41,9,21,0,93,0,0,0,0,0,0,4,0,0,0,4,16,0,17,0,0,4,6,9,3,19,32,26,128,78,219,13,488
SAL50113,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,21
SAL50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50115,15,53,20,33,3,144,17,16,114,71,121,15,359,4,0,6,0,12,0,22,6,0,14,15,56,0,93,8,0,22,20,55,12,114,110,58,516,373,914,98,2062
SAL50116,4,13,0,6,0,19,4,0,12,8,13,0,38,0,0,0,4,0,0,3,0,0,0,0,5,0,10,0,0,0,0,3,0,9,5,8,54,34,100,12,217
SAL50117,36,122,33,39,10,284,38,22,127,66,78,8,332,6,0,8,4,6,0,27,0,7,9,14,51,7,80,4,0,18,15,30,7,75,182,87,638,347,778,76,2113
SAL50118,0,25,4,6,0,50,10,0,23,9,6,0,46,0,0,3,0,0,0,3,0,0,3,0,3,0,8,0,0,0,0,4,3,13,30,9,99,49,93,3,288
SAL50119,63,184,39,35,3,418,79,39,210,55,68,7,457,3,5,23,3,8,0,45,7,3,29,22,28,0,82,8,5,47,17,28,9,113,358,181,1088,374,609,68,2681
SAL50120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
