SSC_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
SSC10068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10069,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,7,0,3,0,0,3,40
SSC10070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,10
SSC10071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10072,0,0,0,51,9,0,0,6,0,4,0,0,0,3,8,26,0,0,0,0,0,0,0,0,0,0,0,0,62,11,0,70,8,26,0,10,3,12,8,206
SSC10073,0,0,0,9,3,0,0,4,0,3,0,0,0,0,13,27,0,0,0,0,0,0,0,0,0,0,0,3,31,8,0,67,3,27,3,6,5,10,18,171
SSC10074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC10075,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,3,0,0,0,23
SSC10076,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,13,0,6,0,0,0,11,0,45
SSC10077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
SSC10078,0,0,0,4,3,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,19,5,3,28,3,24,3,13,6,25,4,122
SSC10079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,0,0,0,3,0,18
SSC10080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
SSC10081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,22,4,11,0,3,0,5,5,46
SSC10082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,0,0,0,0,3,17
SSC10085,0,0,0,171,46,4,0,42,3,18,5,7,0,15,137,279,0,0,0,3,0,0,0,0,0,0,0,8,481,85,20,598,57,323,23,101,19,183,142,2039
SSC10086,0,6,0,120,15,6,3,14,0,19,0,8,4,15,77,161,0,4,0,0,0,0,0,0,0,4,4,15,248,54,8,223,29,252,9,97,26,163,92,1202
SSC10087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,4,0,14
SSC10089,0,0,0,5,0,0,0,3,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,16,4,8,0,3,4,0,3,61
SSC10090,0,4,0,392,11,0,0,10,0,7,0,3,3,7,80,127,0,0,0,0,0,0,0,0,0,0,0,3,328,41,6,312,66,301,9,59,14,81,79,1280
SSC10091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
SSC10092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC10093,0,4,0,142,8,3,0,8,0,10,0,0,0,14,23,60,3,0,0,0,0,0,0,0,0,0,0,3,141,29,0,176,14,80,3,34,0,53,23,542
SSC10094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,18
SSC10095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,0,26
SSC10096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10097,0,0,0,9,0,0,0,0,0,5,0,3,0,16,10,41,0,0,0,0,0,0,0,0,0,0,3,3,39,7,3,29,4,87,4,55,14,121,18,377
SSC10098,4,10,0,338,27,4,3,35,3,17,0,11,4,12,103,229,0,0,0,3,0,0,0,0,0,0,7,14,534,101,19,550,62,532,22,156,28,223,119,2341
SSC10099,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,11,0,0,0,3,3,10,4,49
SSC10100,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,18,0,7,0,0,0,0,0,37
SSC10101,0,0,0,7,3,0,0,7,0,3,0,0,0,0,16,34,0,0,0,0,0,0,0,0,0,3,0,6,44,13,3,80,12,54,0,16,3,45,18,271
SSC10102,0,0,0,94,15,3,0,18,5,9,0,3,0,3,41,96,0,0,0,0,0,0,0,0,0,0,3,4,170,23,9,225,20,152,4,33,6,21,44,700
SSC10103,0,0,0,94,3,0,0,12,0,4,0,4,0,0,23,48,0,0,0,0,0,0,0,0,0,0,0,3,121,17,4,167,15,94,7,29,7,24,23,518
SSC10104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SSC10105,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,10,4,16,0,7,0,3,8,56
SSC10106,0,21,0,131,34,15,4,27,4,56,3,40,13,77,202,479,0,0,0,3,0,5,0,0,3,10,40,68,484,168,39,459,49,1199,28,620,118,1050,268,4481
SSC10107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10
SSC10108,0,3,0,91,10,0,0,8,0,3,0,3,0,6,17,44,0,0,0,0,0,0,0,0,0,0,0,0,71,14,3,126,9,56,3,18,3,25,17,344
SSC10109,0,0,0,40,6,0,0,12,0,6,0,0,0,9,21,56,0,0,0,0,0,0,0,0,0,3,3,12,58,25,4,87,9,62,0,12,12,47,21,345
SSC10110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,0,0,0,0,0,0,0,20
SSC10111,3,3,0,385,33,6,0,55,8,19,0,12,0,3,83,223,3,0,0,3,0,0,0,0,0,0,5,14,312,78,19,520,30,200,15,56,12,56,92,1394
SSC10112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,3,0,0,0,23
SSC10114,0,0,0,110,12,3,0,13,0,18,0,3,0,0,35,89,0,0,0,3,0,0,0,0,0,0,0,9,144,28,5,262,16,94,3,25,6,17,43,643
SSC10115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10116,0,0,0,18,3,0,0,3,0,0,0,0,0,4,6,15,0,0,0,0,0,0,0,0,0,0,0,0,28,3,3,70,4,32,4,9,0,19,6,190
SSC10117,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,3,18
SSC10118,0,0,0,6,0,3,0,3,0,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,19,0,13,0,5,0,3,3,58
SSC10119,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,6,0,0,0,0,0,22
SSC10120,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,9
SSC10121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
SSC10124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10129,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,10
SSC10130,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,4,0,3,0,25
SSC10131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,5,0,3,0,5,0,26
SSC10133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3
SSC10135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC10136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC10137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SSC10138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC10139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3
SSC10140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5
SSC10143,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,18,5,8,4,0,0,3,0,62
SSC10144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,11
SSC10145,0,0,0,5,4,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,33,0,25,0,9,0,12,6,103
SSC10146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4
SSC10147,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,0,4,0,3,0,7,0,33
SSC10148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
